PrepositionFrequency,PronounFrequency,ArticleFrequency,HyperlinkFrequency,BlogwordFrequency,AssentWordFrequency,Polarity,Subjectivity,fmeasure,emoticons,gender
0.1632,0.1297,0.0669,0.0042,0.0042,0.0084,0.0501,0.4432,0.675,0,male
0.1633,0.0748,0.0816,0,0,0.0204,0.1361,0.4148,0.775,0,male
0.1633,0.0612,0.0816,0,0,0,-0.0818,0.4773,0.635,0,male
0.1633,0.102,0.0612,0.0408,0,0.0204,0.3333,0.3333,0.6,0,male
0.1633,0.068,0.0612,0.0136,0,0,0.1925,0.615,0.72,0.0068,male
0.1633,0.0816,0.0408,0.0204,0,0,0.3021,0.5458,0.61,0.0204,female
0.1633,0.0765,0.0867,0,0,0,0.1672,0.4915,0.875,0,female
0.1633,0.0867,0.0561,0,0,0.0051,0.0492,0.525,0.745,0.0204,female
0.1634,0.1046,0.098,0,0,0.0131,-0.1528,0.6519,0.715,0,female
0.1634,0.0895,0.0506,0,0,0.0311,-0.047,0.5811,0.855,0,female
0.1635,0.0962,0.0865,0,0,0.0192,0.2258,0.461,0.69,0,male
0.1635,0.0837,0.1065,0.0038,0,0.0038,0.1001,0.65,0.96,0.0076,male
0.1635,0.0673,0.0481,0.0096,0,0.0385,0.25,0.5275,0.665,0,female
0.1635,0.0629,0.0692,0,0.0063,0.0189,0.1946,0.5003,0.885,0,female
0.1635,0.067,0.0402,0,0.0027,0.0295,0.1351,0.4999,1.125,0.008,female
0.1635,0.0577,0.0609,0.016,0.0064,0.0032,0.238,0.3891,1.11,0,female
0.1635,0.0755,0.0755,0,0,0.0063,0.3263,0.5147,0.755,0,female
0.1636,0.0545,0.0182,0,0.0182,0,0.3674,0.5944,0.635,0.0357,male
0.1636,0.1091,0.0182,0,0.0364,0,0.1364,0.4545,0.57,0,male
0.1636,0.1636,0.0545,0,0,0,0.2,0.2,0.545,0,male
0.1636,0.1091,0.0545,0,0,0,0.2896,0.5671,0.595,0,male
0.1636,0.1182,0.0636,0.0091,0,0,0.225,0.519,0.675,0.0091,male
0.1637,0.0819,0.0819,0,0,0.0058,0.0932,0.518,0.735,0.0117,female
0.1637,0.0409,0.117,0.0058,0.0058,0.0175,0.2462,0.5222,0.89,0,female
0.1638,0.1017,0.0565,0,0,0.0056,0.0762,0.3734,0.735,0.0056,male
0.1638,0.1289,0.0871,0,0,0.0139,0.1891,0.4761,0.79,0,female
0.1638,0.0948,0.1034,0,0,0.0086,0.1,0.3946,0.685,0,female
0.1638,0.1299,0.0537,0,0.0056,0.0113,0.1036,0.4654,0.785,0.0028,female
0.1639,0.0164,0.0984,0.0164,0,0,0.2321,0.6,0.665,0,male
0.1639,0.123,0.0902,0,0,0.0164,0.0409,0.5075,0.735,0,male
0.1639,0.1721,0.0738,0,0.0082,0.0082,-0.0167,0.4755,0.575,0,female
0.164,0.1039,0.0485,0,0.0115,0.0092,0.2069,0.3933,1.02,0,female
0.1641,0.0695,0.0753,0,0,0.0019,0.2208,0.4618,1.235,0,female
0.1641,0.0742,0.0586,0,0,0.0195,0.2172,0.4515,0.89,0.0039,female
0.1642,0.0299,0.0597,0,0,0.0075,0.1038,0.3079,0.83,0,male
0.1642,0.0109,0.0876,0.0073,0,0.0036,0.0695,0.3086,1.195,0,male
0.1642,0.0896,0.0746,0,0,0.0149,0,0.1,0.55,0,male
0.1642,0.0985,0.0657,0,0,0.0179,0.0764,0.5294,0.93,0,female
0.1642,0.1219,0.0498,0,0,0.0174,0.1154,0.6672,0.83,0.0025,female
0.1642,0.1642,0.0299,0,0,0.0149,-0.15,0.4694,0.515,0,female
0.1643,0.0786,0.0714,0,0,0.0071,0.1071,0.3607,0.735,0,male
0.1643,0.1214,0.0286,0,0,0.0429,0.0648,0.5426,0.62,0.0143,female
0.1643,0.1143,0.0786,0,0,0.0143,0.1395,0.5798,0.68,0,female
0.1643,0.0271,0.1011,0.0126,0,0.0018,0.2042,0.4295,1.92,0,female
0.1643,0.0643,0.0714,0,0,0.0071,0.08,0.65,0.74,0.0071,female
0.1644,0.1781,0.0822,0.0411,0,0,0,0,0.595,0,male
0.1645,0.029,0.0581,0,0,0.0065,0.1642,0.3854,1.175,0,female
0.1646,0.1962,0.0475,0,0,0.0601,-0.0033,0.3864,0.685,0,male
0.1646,0.0823,0.0759,0,0,0.019,-0.1095,0.5857,0.67,0,male
0.1646,0.0918,0.0696,0,0,0.0158,0.1608,0.6525,0.97,0.0032,female
0.1646,0.057,0.0823,0,0,0.0127,0.4355,0.6238,0.84,0,female
0.1647,0.1,0.0294,0,0,0.0471,0.2232,0.5545,0.58,0,male
0.1647,0.0824,0.1059,0,0,0,-0.1,0.2683,0.655,0,male
0.1647,0.0941,0.1,0,0,0.0118,0.3769,0.5615,0.73,0,male
0.1648,0.1179,0.063,0,0,0.0226,0.149,0.5087,1.185,0,male
0.1648,0.0549,0.044,0,0.011,0.044,0.0458,0.375,0.615,0,male
0.1648,0.0625,0.0739,0,0,0.017,0.1793,0.5696,0.77,0,male
0.1648,0.1648,0.044,0,0,0.033,0,0,0.555,0,female
0.1649,0.0426,0.0904,0.0106,0,0,0.1214,0.3024,0.895,0,male
0.1649,0.1004,0.0466,0,0,0.0143,0.0624,0.5036,0.81,0,male
0.1649,0.0585,0.133,0,0.0053,0,0.0559,0.3783,0.955,0,male
0.165,0.11,0.0744,0,0,0.0097,0.1497,0.5448,0.955,0,female
0.1651,0.0609,0.0689,0,0,0.0128,0.0095,0.3687,1.8,0.0032,male
0.1651,0.1009,0.0826,0,0,0.0275,-0.4667,0.7857,0.685,0,female
0.1652,0.1217,0.0522,0,0.0261,0.0261,0.1,0.205,0.67,0,male
0.1652,0.1217,0.0609,0,0,0,0.0008,0.5176,0.625,0,female
0.1654,0.0748,0.0945,0,0,0.0177,-0.067,0.4129,1.39,0,male
0.1654,0.0787,0.0315,0,0,0,-0.3049,0.5917,0.685,0,male
0.1654,0.084,0.0585,0.0025,0,0.0076,0.0688,0.4953,1.07,0,male
0.1655,0.0511,0.0754,0.0073,0.0024,0.0049,0.1779,0.4509,1.19,0.0024,male
0.1655,0.1151,0.036,0,0.0072,0.0432,0.1707,0.4932,0.595,0,male
0.1656,0.1192,0.0397,0,0,0.0132,0.1627,0.5534,0.625,0,male
0.1656,0.0736,0.0613,0,0,0.0123,0.1804,0.5239,0.785,0,female
0.1657,0.0898,0.0559,0,0,0.014,0.1364,0.5468,1.05,0,female
0.1659,0.1024,0.0293,0,0.0098,0.0537,0.101,0.3129,0.765,0.0049,male
0.1663,0.0562,0.0475,0,0.0022,0.0194,0.0988,0.4524,1.19,0,female
0.1667,0.0833,0,0.0833,0,0.0833,0,0,0.525,0.1667,male
0.1667,0.0865,0.0577,0,0.0224,0.0096,0.1272,0.5658,1.045,0.0221,male
0.1667,0.0833,0.1667,0,0,0,0.5,0.5,0.525,0,male
0.1667,0.0556,0.0741,0,0.0185,0,0.225,0.675,0.605,0,male
0.1667,0.1111,0,0,0,0,0.0571,0.5571,0.5,0,male
0.1667,0,0.1667,0,0,0,0,0,0.545,0,male
0.1667,0.0556,0.0556,0.0556,0,0,-0.1,0.5667,0.61,0,male
0.1667,0.0741,0.1111,0,0,0,0.4804,0.3333,0.615,0,male
0.1667,0.125,0.0833,0,0.0417,0.0417,0.475,0.8,0.55,0.0417,male
0.1667,0.0667,0.0667,0,0,0,0.4031,0.7312,0.545,0,male
0.1667,0.1667,0,0.1667,0,0,0,0,0.505,0,male
0.1667,0.1667,0.0833,0,0,0,0,0,0.515,0,male
0.1667,0.125,0.0417,0,0,0,-0.3,0.75,0.525,0,male
0.1667,0.0667,0.125,0,0,0.0167,-0.0574,0.5821,0.71,0,male
0.1667,0.1667,0,0.1667,0,0,0,0,0.505,0,male
0.1667,0,0,0.3333,0,0,0,0,0.52,0,male
0.1667,0.1296,0.0926,0,0,0,0.1778,0.5444,0.6,0.0182,male
0.1667,0.1111,0.1389,0.0278,0,0,0.0455,0.5682,0.565,0,male
0.1667,0.1,0.0667,0,0,0.0167,0.176,0.4032,0.6,0.0167,male
0.1667,0.25,0,0,0,0,0.2,0.2,0.495,0,male
0.1667,0.0556,0.0741,0,0.0185,0,0.225,0.675,0.605,0,male
0.1667,0.1667,0,0,0,0,0,0,0.51,0,male
0.1667,0.1667,0.0833,0.1667,0,0,-0.1667,0.0667,0.525,0,male
0.1667,0,0.1667,0.3333,0,0,0,0,0.525,0,male
0.1667,0.0333,0.0667,0,0,0.0167,-0.0188,0.6042,0.64,0,male
0.1667,0.0333,0.15,0,0,0.0333,0.001,0.2567,0.655,0,male
0.1667,0,0,0,0,0,0,0,0.51,0,male
0.1667,0,0.0556,0,0,0,0.4,0.4,0.535,0,male
0.1667,0.0556,0.1111,0.0556,0,0,0,1,0.55,0,male
0.1667,0.0208,0.0833,0,0,0,0.067,0.3818,0.63,0,male
0.1667,0.0278,0.0278,0.0278,0,0.0278,0.5333,0.6667,0.585,0,male
0.1667,0.1667,0.1667,0.1667,0,0,0,0,0.51,0,male
0.1667,0,0.1111,0,0,0,0,1,0.525,0,male
0.1667,0.1,0.1333,0.0667,0,0.0333,0,0,0.58,0,male
0.1667,0.0417,0.0625,0,0,0,0.2333,0.4,0.565,0,male
0.1667,0,0,0.3333,0,0,0,0,0.525,0,male
0.1667,0.1333,0,0,0,0,-0.55,0.7,0.56,0,male
0.1667,0.0714,0.1429,0,0,0,-0.1263,0.6439,0.6,0.0238,male
0.1667,0.0714,0.1429,0,0,0,-0.1263,0.6439,0.6,0.0238,male
0.1667,0.1667,0.1667,0,0,0,0,0,0.51,0,male
0.1667,0,0.1333,0,0,0,0.1972,0.4528,0.59,0,male
0.1667,0,0,0,0,0,0.75,0.8,0.54,0.1538,male
0.1667,0.0931,0.0735,0,0,0.0147,0.0128,0.6552,0.715,0.0049,male
0.1667,0.1296,0.0556,0,0.0185,0.0556,-0.025,0.6444,0.57,0,male
0.1667,0.1667,0,0,0,0.0417,0.1,0.8,0.515,0,male
0.1667,0,0.1667,0,0,0,0.475,0.825,0.575,0,male
0.1667,0.0333,0.1333,0,0,0,0.2,0.2,0.545,0,male
0.1667,0,0,0.3333,0,0,0,0,0.53,0,female
0.1667,0,0,0.3333,0,0,0.2,0.5,0.525,0,female
0.1667,0.0833,0,0.0833,0,0,0.375,0.75,0.515,0.0833,female
0.1667,0.1667,0.1667,0.1667,0,0,0,0,0.515,0,female
0.1667,0.1667,0,0.1667,0,0,0,0,0.515,0,female
0.1667,0.0566,0.066,0,0,0.0252,0.0462,0.5181,0.985,0.0031,female
0.1667,0.0238,0.119,0.0714,0,0.0238,-0.55,0.95,0.595,0,female
0.1667,0.1,0.0333,0.0333,0,0,0.0682,0.75,0.54,0,female
0.1667,0.1667,0.0833,0,0,0,0,0.2833,0.515,0,female
0.1667,0.0833,0.0333,0,0,0.0167,0.1561,0.501,0.69,0,female
0.1667,0,0,0,0.1111,0,0.4,0.35,0.54,0,female
0.1667,0,0.1111,0.0556,0,0.1111,-0.3,0.4,0.555,0,female
0.1667,0,0.1667,0,0,0,1,0.3,0.535,0,female
0.1667,0.0778,0.0778,0.0222,0.0111,0,0.0346,0.5295,0.615,0,female
0.1667,0.0686,0.0686,0.0098,0.0098,0,0.22,0.6414,0.75,0,female
0.1667,0,0,0.3333,0,0,-0.7143,0.8571,0.53,0,female
0.1667,0.1667,0,0.3333,0,0,0,0,0.515,0,female
0.1667,0,0,0.1111,0,0,0.9766,1,0.57,0,female
0.1667,0.0556,0.0556,0.1111,0,0,0.6,1,0.55,0,female
0.1667,0,0,0.1667,0,0,0.6,1,0.52,0,female
0.1667,0,0,0,0,0,0,0,0.515,0.1667,female
0.1667,0,0,0,0,0,0,0,0.525,0,female
0.1667,0.0833,0.1111,0,0,0,0,0.1,0.58,0,female
0.1667,0.2319,0.0145,0,0.0072,0.0435,0.2482,0.3409,0.525,0,female
0.1667,0.0417,0.1042,0,0,0,0,0,0.61,0,female
0.1667,0.2381,0.0714,0,0,0,-0.125,0.2,0.51,0,female
0.1667,0,0.0833,0.0833,0,0,0.3906,0.4,0.525,0,female
0.1667,0,0,0.1667,0,0,0,0,0.51,0,female
0.1667,0.1667,0.1667,0,0,0,-1,1,0.51,0,female
0.1667,0.25,0,0,0.0833,0,-0.6,0.75,0.5,0,female
0.1667,0.1667,0,0,0,0,0,0,0.515,0,female
0.1667,0.0758,0.0909,0,0,0.0303,0.35,0.4,0.615,0,female
0.1667,0,0.1667,0.1667,0,0,0.6,1,0.525,0,female
0.1667,0,0,0.1667,0,0,0.1,0.2,0.515,0,female
0.1667,0,0,0.1667,0,0,0.1,0.2,0.515,0,female
0.1667,0,0,0.1667,0,0,0.5,0.5,0.515,0,female
0.1667,0.0938,0.0938,0,0,0.0104,0.0761,0.3489,0.6,0,female
0.1667,0.0556,0,0,0.0185,0.0185,0.0667,0.4667,0.57,0,female
0.1667,0.0889,0.0556,0.0222,0,0.0111,0.2473,0.524,0.66,0.0222,female
0.1667,0.0938,0.0625,0.0208,0,0,0.4259,0.735,0.65,0.0104,female
0.1667,0.0972,0.0833,0.0278,0,0.0139,0.3249,0.6492,0.66,0.0139,female
0.1667,0,0,0.3333,0,0,0,0,0.53,0,female
0.1667,0,0,0,0,0,-0.7,0.6667,0.495,0,female
0.1667,0,0.1667,0.1667,0,0.0833,0,0,0.535,0,female
0.1667,0,0.1667,0.1667,0,0,0.6,0.95,0.545,0,female
0.1667,0.119,0.0476,0,0,0.0238,0.25,0.5333,0.55,0,female
0.1667,0.0952,0.0635,0,0.0079,0,0.1011,0.5644,0.72,0,female
0.1667,0.1667,0,0.1667,0,0,0,0,0.53,0,female
0.1667,0,0.0833,0.1667,0,0,0.1,0.15,0.53,0,female
0.1667,0.0833,0,0.0833,0,0,0,0,0.515,0,female
0.1667,0.1111,0.1111,0,0,0,0.3929,0.5179,0.525,0,female
0.1667,0.1667,0.0667,0,0,0,0.2667,0.5714,0.555,0,female
0.1667,0.131,0.0278,0,0.0079,0.004,0.0703,0.5678,0.75,0,female
0.1671,0.0773,0.0798,0,0,0.0175,0.1397,0.4208,1.105,0,female
0.1672,0.0482,0.1093,0.0064,0,0.0096,-0.1253,0.4995,1.095,0,male
0.1672,0.0984,0.0689,0,0,0.0098,0.0362,0.513,0.99,0,female
0.1673,0.1127,0.0255,0,0.0036,0.0255,0.0846,0.4606,0.62,0,male
0.1673,0.1065,0.0646,0,0,0.0152,-0.1325,0.4624,0.865,0,male
0.1674,0.0995,0.0679,0,0,0.009,0.1275,0.4169,0.73,0,male
0.1675,0.0985,0.0591,0,0,0,-0.1764,0.4705,0.765,0.0049,female
0.1676,0.1734,0.0751,0,0,0.0116,0.0852,0.5963,0.62,0.0057,male
0.1676,0.0894,0.0726,0.0028,0.0112,0.0251,0.1742,0.4669,1.01,0,female
0.1677,0.0464,0.0958,0,0.0045,0.0015,0.0272,0.2104,1.54,0,male
0.1677,0.0479,0.0719,0.006,0,0.006,0.1792,0.3467,0.805,0,male
0.1678,0.057,0.0738,0.0034,0.0034,0.0134,0.0463,0.4852,0.97,0,male
0.1679,0.1069,0.0687,0,0,0.0229,0.1905,0.6024,0.695,0,male
0.1679,0.1527,0.042,0,0,0.0344,0.0937,0.4816,0.67,0,female
0.168,0.0507,0.0747,0,0,0.0133,0.1672,0.488,1.16,0,male
0.1681,0.1681,0.0504,0.0336,0,0.0084,0.337,0.5815,0.565,0.0084,male
0.1681,0.1062,0.0575,0,0,0.0088,0.1839,0.4272,0.81,0,female
0.1682,0.0467,0.1028,0,0,0,0,0.1,0.695,0,male
0.1682,0.0374,0.1168,0.0047,0,0.0234,0.0287,0.368,1.02,0,male
0.1682,0.0561,0.1028,0,0,0.0093,0.236,0.6122,0.695,0.0187,female
0.1683,0.1386,0.0792,0,0,0.0099,0.31,0.51,0.62,0,male
0.1684,0.0632,0.0684,0,0,0.0158,-0.0226,0.4336,0.855,0,male
0.1685,0.0449,0.1011,0,0,0.0337,0.1542,0.575,0.76,0,male
0.1685,0.0524,0.0562,0.0075,0.0037,0.0037,0.2735,0.4162,0.965,0,male
0.1685,0.1236,0.0562,0,0,0,0.3917,0.5093,0.64,0,female
0.1686,0.1154,0.0769,0.003,0.003,0.0089,0.207,0.5038,0.93,0,female
0.1687,0.0723,0.0783,0,0,0.012,0.203,0.5336,0.79,0,male
0.1688,0.0519,0.0779,0,0,0,0.3278,0.5,0.66,0,male
0.1688,0.039,0.1429,0,0,0,0.305,0.78,0.705,0.013,male
0.1688,0.0519,0.039,0,0,0.026,0.0471,0.4171,0.65,0,female
0.1689,0.1622,0.0743,0,0,0.0203,-0.0188,0.425,0.64,0,male
0.169,0.031,0.0881,0,0,0.0095,0.1708,0.531,1.405,0,male
0.169,0.1268,0.0704,0,0,0,0,0.2333,0.57,0,male
0.169,0.0704,0.0845,0,0,0,0.2923,0.5262,0.66,0.0141,male
0.169,0.0986,0.0986,0.0141,0,0,0.3861,0.6472,0.615,0.0141,male
0.1692,0.1077,0.0615,0,0,0.0615,-0.3,0.75,0.59,0,male
0.1692,0.0615,0.0769,0,0,0,-0.0607,0.4375,0.605,0,female
0.1694,0.0081,0.0726,0,0,0.0081,0.1151,0.6146,0.73,0,male
0.1695,0.0847,0.0678,0,0.0339,0.0169,0.725,0.675,0.59,0,male
0.1695,0.0847,0.0339,0,0.0169,0,0.4969,0.7938,0.575,0.0169,male
0.1696,0.0954,0.0707,0,0,0.0141,0.0133,0.5926,0.875,0,male
0.1696,0.1696,0.0292,0,0,0.0351,0.1288,0.5087,0.525,0,male
0.1698,0.1132,0.0566,0,0,0,-0.05,0.0833,0.57,0,male
0.1698,0.0189,0.0566,0.0189,0,0,0.0614,0.3279,0.61,0,male
0.1698,0.0377,0.0943,0.0189,0.0189,0,0.356,0.642,0.6,0,male
0.1698,0.1321,0.0755,0,0,0,0.175,0.375,0.57,0.0189,male
0.1698,0.1321,0.0755,0,0,0,0.175,0.375,0.57,0.0189,male
0.1698,0.1069,0.0377,0,0,0.0126,0.251,0.505,0.67,0.0063,female
0.1698,0.1462,0.0377,0,0,0.0142,0.0388,0.5352,0.625,0.0094,female
0.17,0.04,0.13,0,0.01,0,0.4393,0.7643,0.755,0,male
0.1701,0.1345,0.0609,0,0.0051,0.0152,0.2283,0.4991,1.075,0,male
0.1701,0.1026,0.0557,0,0,0.0205,0.0852,0.4935,0.975,0,female
0.1702,0.0638,0.1064,0.0213,0,0.0213,0.0667,0.1867,0.645,0,male
0.1702,0.0638,0.0638,0.0426,0,0.0213,0.5,0.575,0.59,0,female
0.1702,0.1277,0.0426,0,0.0213,0.0213,0.175,0.4,0.54,0,female
0.1704,0.0815,0.0815,0.0296,0,0.0074,0.3521,0.5104,0.705,0,male
0.1704,0.1185,0.0667,0,0,0,0.1528,0.5972,0.63,0,male
0.1705,0.1136,0.0909,0,0,0,-0.0125,0.625,0.625,0,male
0.1705,0.093,0.1008,0,0,0.0078,0.2602,0.4625,0.745,0.0155,male
0.1706,0.1176,0.0706,0,0,0.0059,0.1538,0.6261,0.76,0,male
0.1707,0.0976,0.0732,0.0244,0,0,0.2312,0.6312,0.56,0.0238,male
0.1707,0.0976,0.0976,0.0244,0,0.0122,0.0961,0.4405,0.66,0,male
0.1707,0.1179,0.065,0,0.0041,0.0081,-0.0333,0.3238,0.895,0,male
0.1707,0.0244,0.122,0.0732,0,0,0.1673,0.3509,0.61,0,male
0.1707,0.0732,0.0488,0,0,0,-0.175,0.425,0.56,0,female
0.1707,0.0976,0.0244,0,0,0,0.202,0.2387,0.55,0,female
0.1707,0.0732,0.0244,0.0488,0,0,0.3736,0.512,0.57,0,female
0.1709,0.1026,0.0598,0,0,0,0.0571,0.4684,0.61,0,male
0.1709,0.0427,0.0556,0,0,0.0043,0.1226,0.526,0.915,0,female
0.1712,0.042,0.0937,0,0,0.0145,0.2811,0.6012,1.84,0,female
0.1713,0.1162,0.0642,0,0.0031,0.0214,0.1187,0.5118,0.835,0,male
0.1713,0.0648,0.0509,0.0046,0,0.0046,-0.0914,0.4855,0.9,0,male
0.1713,0.1054,0.06,0,0.0015,0.0176,0.1367,0.5592,1.565,0,male
0.1714,0.1429,0.0857,0,0,0,0.2667,0.6583,0.54,0,male
0.1714,0.1,0.0571,0,0.0286,0.0286,0,0,0.58,0.0286,male
0.1714,0.1333,0.0571,0,0,0.0667,0.148,0.7109,0.54,0,male
0.1714,0.0571,0.1143,0,0.0286,0,0.2583,0.35,0.585,0,male
0.1714,0.0571,0.0571,0,0,0.0571,0.05,0.675,0.575,0,male
0.1714,0.0714,0.1,0.0143,0,0.0143,0.3875,0.4931,0.675,0,male
0.1714,0.0286,0.1429,0.0286,0,0,0,0.0125,0.57,0,female
0.1714,0.1357,0.0786,0,0,0,-0.0653,0.5289,0.685,0.0071,female
0.1717,0.0909,0.0707,0,0.0101,0,0.1954,0.5133,0.665,0.0392,male
0.1717,0.1212,0.0303,0.0101,0,0.0303,-0.0821,0.5571,0.545,0,female
0.1717,0.0101,0.101,0,0,0.0051,0.0504,0.3993,1.435,0,female
0.1719,0.0312,0.0781,0,0,0,0.1265,0.6908,0.57,0.0154,female
0.1722,0.1523,0.0331,0,0,0.0265,0.1681,0.3218,0.61,0,female
0.1724,0.1379,0.1034,0,0,0,-0.0667,0.4,0.53,0,male
0.1724,0.0345,0.1379,0.0345,0,0,0,0,0.575,0,male
0.1724,0.0276,0.0552,0,0.0138,0,0.2964,0.5571,0.795,0.0069,male
0.1724,0.1073,0.0651,0,0.0038,0.0115,0.1859,0.4404,0.91,0,female
0.1724,0.1379,0.069,0.0345,0.0345,0.0345,0.2812,1,0.545,0,female
0.1726,0.1168,0.0609,0,0,0.0102,0.3235,0.5985,0.695,0,male
0.1727,0.0818,0.0818,0,0,0,0.3593,0.5601,0.71,0,male
0.1728,0.0741,0.0617,0,0,0.0123,0.1191,0.4562,0.64,0,male
0.1728,0.0802,0.0432,0,0,0.0062,0.1109,0.4182,0.705,0,male
0.1728,0.0233,0.0963,0.0033,0,0.0166,0.0199,0.2972,1.765,0,male
0.1728,0.1481,0.037,0,0,0,0.2539,0.7776,0.52,0.0122,female
0.1731,0.0962,0.1154,0,0,0,0.2433,0.5,0.605,0,male
0.1731,0.1538,0.0962,0.0192,0,0,0.0778,0.8333,0.585,0,male
0.1731,0.1154,0.0769,0,0,0.0064,0.3045,0.5889,0.745,0,male
0.1731,0.0865,0.0962,0,0,0,0.1314,0.4682,0.7,0.0192,male
0.1731,0.0577,0.0192,0.0192,0,0,0.2188,0.6625,0.585,0,female
0.1733,0.0914,0.1048,0,0,0.0171,-0.051,0.4459,1.435,0,male
0.1733,0.04,0.08,0,0,0,-0.0618,0.4833,0.655,0,male
0.1734,0.2139,0.0173,0,0,0.0289,-0.2006,0.6435,0.645,0,female
0.1735,0.0612,0.051,0,0.0102,0.0204,0.0988,0.2785,0.755,0,female
0.1736,0.0441,0.1267,0.0055,0,0.0358,0.0848,0.4038,1.23,0,male
0.1736,0.124,0.0413,0,0,0.0083,0.1056,0.3148,0.665,0,male
0.1736,0.0579,0.0579,0,0,0.0248,0.04,0.3896,0.675,0,female
0.1739,0.1449,0.087,0,0,0,0.1938,0.3656,0.625,0,male
0.1739,0.0652,0.087,0.0217,0,0.0217,0.2893,0.5143,0.56,0.0213,male
0.1739,0.0435,0.1304,0,0,0,-0.3,0.6,0.56,0,male
0.1739,0.1304,0.087,0.0145,0,0,0.2,0.3,0.575,0,male
0.1739,0.0435,0.1304,0,0,0.0435,0,0.3571,0.525,0,female
0.1739,0.1159,0.029,0,0.0145,0.0145,0.3548,0.45,0.54,0,female
0.1739,0.0978,0.0435,0,0,0.0217,0.375,0.425,0.605,0,female
0.1739,0,0.0435,0.087,0,0,0.1364,0.4545,0.595,0,female
0.1739,0.0435,0,0,0,0,0,0,0.53,0,female
0.1739,0.0932,0.0745,0.0062,0,0.0248,-0.0489,0.375,0.795,0,female
0.1743,0.0917,0.055,0,0.0092,0,0.1157,0.5938,0.665,0,male
0.1743,0.1284,0.0459,0,0.0092,0,0.3313,0.5479,0.695,0,male
0.1743,0.0917,0.0826,0.0092,0,0,0.183,0.5776,0.795,0,male
0.1743,0.1284,0.0459,0,0.0092,0,0.3313,0.5479,0.695,0,female
0.1744,0.093,0.0581,0,0,0.0116,0.1349,0.5567,0.615,0,male
0.1744,0.0698,0.0698,0,0,0.0233,0.0618,0.4464,0.615,0,male
0.1744,0.0465,0.093,0,0,0.0116,0.2399,0.1851,0.64,0,female
0.1745,0.1409,0.047,0.0034,0,0.0168,0.1152,0.5555,0.825,0.0067,female
0.1746,0.0159,0.1111,0.0317,0,0.0159,0.1916,0.4814,0.66,0,male
0.1746,0.127,0.0635,0.0053,0.0106,0.0476,0.0727,0.508,0.785,0,male
0.1746,0.0794,0.0833,0,0.0079,0.0119,0.1806,0.418,0.92,0,male
0.1746,0.0794,0,0,0,0.0476,0.0244,0.5678,0.565,0,male
0.175,0.1,0.075,0,0,0.025,0.2119,0.4119,0.525,0,male
0.175,0,0.1,0.025,0,0,0.0549,0.1389,0.59,0,male
0.175,0.05,0.0688,0,0,0.0312,0.0083,0.415,0.855,0,female
0.175,0.15,0.075,0,0,0,-1,1,0.555,0,female
0.1753,0.0309,0.0722,0,0,0,0.1373,0.3353,0.695,0,female
0.1754,0.0702,0.0175,0,0.0175,0.0351,0.1,0.72,0.56,0,male
0.1756,0.1006,0.0749,0,0.0021,0.0214,0.162,0.5019,1.23,0,female
0.1756,0.0992,0.0992,0,0,0.0085,0.0399,0.5295,1.035,0,female
0.1757,0.0418,0.0879,0,0,0.0126,0.1174,0.3685,1.05,0,male
0.1757,0.1216,0.0405,0,0.0135,0.0405,0.0389,0.6042,0.585,0.0135,male
0.1759,0.088,0.0833,0.0139,0.0046,0,0.0354,0.4958,0.81,0,male
0.176,0.088,0.072,0,0,0.008,0.45,0.5464,0.685,0,male
0.1761,0.1006,0.0503,0,0,0.0126,0.051,0.5014,0.685,0,male
0.1765,0.1176,0,0,0,0,0.2857,0.5357,0.525,0,male
0.1765,0.0882,0.0588,0,0,0,0,0,0.55,0,male
0.1765,0,0,0,0,0,0,0,0.565,0,male
0.1765,0.2941,0.0588,0,0,0.0588,0,0,0.5,0,male
0.1765,0.0294,0.0882,0,0.0588,0,0.4,0.8,0.565,0,male
0.1765,0.1471,0.0294,0,0.0147,0.0147,0.1333,0.5,0.56,0,male
0.1765,0.0956,0.0368,0,0,0.0074,0.1714,0.2643,0.62,0,male
0.1765,0.0588,0.098,0.0588,0,0,0.0833,0.3833,0.66,0,male
0.1765,0.2353,0,0,0.0588,0,-0.4,0.7333,0.495,0,male
0.1765,0.1569,0.0588,0,0,0,0.3288,0.55,0.545,0,male
0.1765,0.1176,0.0588,0,0,0,0.3667,0.3556,0.535,0,male
0.1765,0,0.1176,0.1176,0,0,0.0682,0.2273,0.555,0,male
0.1765,0,0.2353,0,0,0,0.325,0.525,0.56,0.1176,male
0.1765,0,0.1765,0.0588,0,0,0,0,0.54,0,male
0.1765,0.0588,0,0,0,0,0.4,0.9,0.525,0,male
0.1765,0.0588,0,0,0,0,0.4,0.9,0.525,0,male
0.1765,0.0588,0.0588,0.0294,0,0,-0.15,0.5,0.535,0,male
0.1765,0.1176,0.0882,0,0,0,0.1,0.2,0.535,0,male
0.1765,0,0.1176,0.1176,0,0,0,0,0.55,0,male
0.1765,0,0.1176,0.1176,0,0,-0.1,0.1,0.545,0,male
0.1765,0.0882,0.0294,0.0294,0,0,0.3333,0.6708,0.585,0,female
0.1765,0.1176,0,0.1176,0,0,0.0938,0.35,0.545,0,female
0.1765,0.0588,0,0.1176,0,0,0.2,0.2,0.52,0,female
0.1765,0.0588,0.0588,0.1176,0,0,0.125,0.65,0.555,0,female
